Branch,TypeofExpenditure,COUNTRY,Year,UnitCode,Value in Millions
Active labour market programmes,Total,Poland,2005,USD,66.0
Active labour market programmes,Total,Poland,2010,USD,354.0
Active labour market programmes,Total,Poland,2015,USD,233.0
Active labour market programmes,Total,Poland,2019,USD,169.0
Active labour market programmes,Total,Portugal,2000,USD,14.0
Active labour market programmes,Total,Portugal,2005,USD,4.0
Active labour market programmes,Total,Portugal,2010,USD,8.0
Active labour market programmes,Total,Portugal,2015,USD,5.0
Active labour market programmes,Total,Portugal,2019,USD,11.0
Active labour market programmes,Total,Slovakia,2000,USD,0.0
Active labour market programmes,Total,Slovakia,2005,USD,26.0
Active labour market programmes,Total,Slovakia,2010,USD,58.0
Active labour market programmes,Total,Slovakia,2015,USD,11.0
Active labour market programmes,Total,Slovakia,2019,USD,14.0
Active labour market programmes,Total,Spain,2000,USD,349.0
Active labour market programmes,Total,Spain,2005,USD,629.0
Active labour market programmes,Total,Spain,2010,USD,1361.0
Active labour market programmes,Total,Spain,2015,USD,1147.0
Active labour market programmes,Total,Spain,2019,USD,1842.0
Active labour market programmes,Total,Sweden,2000,USD,100.0
Active labour market programmes,Total,Sweden,2005,USD,88.0
Active labour market programmes,Total,Sweden,2010,USD,70.0
Active labour market programmes,Total,Sweden,2015,USD,24.0
Active labour market programmes,Total,Sweden,2019,USD,21.0
Active labour market programmes,Total,Switzerland,2000,USD,22.0
Active labour market programmes,Total,Switzerland,2005,USD,44.0
Active labour market programmes,Total,Switzerland,2010,USD,40.0
Active labour market programmes,Total,Switzerland,2015,USD,28.0
Active labour market programmes,Total,Switzerland,2019,USD,26.0
Active labour market programmes,Total,United Kingdom,2000,USD,8.0
Active labour market programmes,Total,United Kingdom,2005,USD,8.0
Active labour market programmes,Total,United Kingdom,2010,USD,40.0
Active labour market programmes,Total,Chile,2010,USD,1.0
Active labour market programmes,Total,Chile,2015,USD,3.0
Active labour market programmes,Total,Chile,2019,USD,3.0
Active labour market programmes,Total,Chile,2020,USD,3.0
Active labour market programmes,Total,Chile,2021,USD,5.0
Active labour market programmes,Total,Estonia,2005,USD,1.0
Active labour market programmes,Total,Estonia,2010,USD,3.0
Active labour market programmes,Total,Estonia,2015,USD,2.0
Active labour market programmes,Total,Estonia,2019,USD,2.0
Active labour market programmes,Total,Israel,2000,USD,36.0
Active labour market programmes,Total,Israel,2005,USD,40.0
Active labour market programmes,Total,Israel,2010,USD,41.0
Active labour market programmes,Total,Israel,2015,USD,42.0
Active labour market programmes,Total,Israel,2019,USD,111.0
Active labour market programmes,Total,Israel,2020,USD,89.0
Active labour market programmes,Total,Israel,2021,USD,42.0
Active labour market programmes,Total,Slovenia,2005,USD,5.0
Active labour market programmes,Total,Slovenia,2010,USD,22.0
Active labour market programmes,Total,Slovenia,2015,USD,2.0
Active labour market programmes,Total,Slovenia,2019,USD,2.0
